post_id,update_date,broker_id,project_id,price,price_unit,price_per_m²,price_per_m²_unit,area,area_unit,bedroom,bathroom
24,2025-02-11,1,18,100.0,tỷ đồng,350.88,triệu đồng,285.0,m²,5.0,4.0
25,2025-02-11,1,11,8.5,tỷ đồng,132.81,triệu đồng,64.0,m²,1.0,1.0
26,2025-02-11,1,19,4.8,tỷ đồng,51.84,triệu đồng,92.6,m²,3.0,2.0
27,2025-02-11,1,3,8.6,tỷ đồng,114.67,triệu đồng,75.0,m²,2.0,2.0
28,2025-02-11,1,1,8.4,tỷ đồng,90.42,triệu đồng,92.9,m²,3.0,2.0
29,2025-02-11,1,11,19.0,tỷ đồng,147.29,triệu đồng,129.0,m²,3.0,2.0
30,2025-02-11,1,3,48.0,tỷ đồng,173.79,triệu đồng,276.2,m²,4.0,4.0
31,2025-02-11,1,1,,tỷ đồng,,triệu đồng,74.0,m²,2.0,2.0
32,2025-02-11,1,1,,tỷ đồng,,triệu đồng,70.0,m²,2.0,
33,2025-02-11,1,18,18.0,tỷ đồng,129.5,triệu đồng,139.0,m²,3.0,2.0
34,2025-02-11,1,15,16.0,tỷ đồng,186.05,triệu đồng,86.0,m²,2.0,
35,2025-02-11,1,4,76.88,tỷ đồng,235.1,triệu đồng,327.0,m²,4.0,4.0
36,2025-02-11,1,20,,tỷ đồng,,triệu đồng,75.0,m²,2.0,2.0
37,2025-02-11,1,21,10.5,tỷ đồng,77.21,triệu đồng,136.0,m²,3.0,2.0
38,2025-02-11,1,4,6.3,tỷ đồng,114.54,triệu đồng,55.0,m²,1.0,1.0
39,2025-02-11,1,16,10.9,tỷ đồng,117.2,triệu đồng,93.0,m²,2.0,2.0
40,2025-02-11,1,22,6.3,tỷ đồng,77.78,triệu đồng,81.0,m²,2.0,2.0
41,2025-02-11,1,7,6.8,tỷ đồng,82.93,triệu đồng,82.0,m²,2.0,2.0
42,2025-02-11,1,23,14.0,tỷ đồng,164.71,triệu đồng,85.0,m²,2.0,2.0
43,2025-02-11,1,10,32.0,tỷ đồng,200.0,triệu đồng,160.0,m²,3.0,2.0
44,2025-02-11,1,24,6.9,tỷ đồng,125.46,triệu đồng,55.0,m²,1.0,
45,2025-02-11,1,25,15.9,tỷ đồng,196.3,triệu đồng,81.0,m²,2.0,2.0
46,2025-02-11,1,5,8.5,tỷ đồng,114.86,triệu đồng,74.0,m²,2.0,2.0
47,2025-02-11,1,6,7.0,tỷ đồng,84.34,triệu đồng,83.0,m²,2.0,2.0
48,2025-02-11,1,16,24.0,tỷ đồng,160.0,triệu đồng,150.0,m²,3.0,2.0
49,2025-02-11,1,3,6.3,tỷ đồng,118.87,triệu đồng,53.0,m²,1.0,1.0
50,2025-02-11,1,26,3.6,tỷ đồng,45.0,triệu đồng,80.0,m²,2.0,2.0
51,2025-02-11,1,24,11.0,tỷ đồng,127.91,triệu đồng,86.0,m²,2.0,2.0
52,2025-02-11,1,27,4.9,tỷ đồng,56.98,triệu đồng,86.0,m²,2.0,2.0
53,2025-02-11,1,1,,tỷ đồng,,triệu đồng,71.0,m²,2.0,2.0
54,2025-02-11,1,28,5.1,tỷ đồng,69.86,triệu đồng,73.0,m²,2.0,2.0
55,2025-02-11,1,24,7.1,tỷ đồng,129.09,triệu đồng,55.0,m²,1.0,
56,2025-02-11,1,29,11.3,tỷ đồng,75.33,triệu đồng,150.0,m²,3.0,3.0
57,2025-02-11,1,30,8.8,tỷ đồng,98.88,triệu đồng,89.0,m²,2.0,2.0
58,2025-02-11,1,31,5.6,tỷ đồng,65.88,triệu đồng,85.0,m²,3.0,2.0
59,2025-02-11,1,32,2.8,tỷ đồng,57.73,triệu đồng,48.5,m²,1.0,1.0
60,2025-02-11,1,33,1.75,tỷ đồng,28.09,triệu đồng,62.13,m²,2.0,1.0
61,2025-02-11,1,34,6.3,tỷ đồng,114.54,triệu đồng,55.0,m²,1.0,1.0
62,2025-02-11,1,35,15.95,tỷ đồng,164.43,triệu đồng,97.0,m²,2.0,2.0
63,2025-02-11,1,11,10.8,tỷ đồng,114.89,triệu đồng,94.0,m²,2.0,2.0
64,2025-02-11,1,10,55.0,tỷ đồng,331.32,triệu đồng,166.0,m²,4.0,3.0
65,2025-02-11,1,36,23.5,tỷ đồng,183.59,triệu đồng,128.0,m²,3.0,
66,2025-02-11,1,37,,tỷ đồng,,triệu đồng,71.0,m²,2.0,2.0
67,2025-02-11,1,38,54.0,tỷ đồng,300.0,triệu đồng,180.0,m²,4.0,4.0
68,2025-02-11,1,38,15.9,tỷ đồng,209.21,triệu đồng,76.0,m²,2.0,2.0
69,2025-02-11,1,4,6.7,tỷ đồng,121.82,triệu đồng,55.0,m²,1.0,1.0
70,2025-02-11,1,27,4.9,tỷ đồng,56.98,triệu đồng,86.0,m²,2.0,2.0
71,2025-02-11,1,17,15.0,tỷ đồng,73.53,triệu đồng,204.0,m²,4.0,4.0
72,2025-02-11,1,39,10.6,tỷ đồng,123.26,triệu đồng,86.0,m²,2.0,
73,2025-02-11,1,40,6.7,tỷ đồng,89.33,triệu đồng,75.0,m²,2.0,2.0
74,2025-02-11,1,41,4.15,tỷ đồng,86.46,triệu đồng,48.0,m²,1.0,1.0
75,2025-02-11,1,42,1.85,tỷ đồng,41.11,triệu đồng,45.0,m²,1.0,1.0
76,2025-02-11,1,43,6.55,tỷ đồng,68.23,triệu đồng,96.0,m²,3.0,2.0
77,2025-02-11,1,1,7.2,tỷ đồng,97.3,triệu đồng,74.0,m²,2.0,2.0
78,2025-02-11,1,17,14.5,tỷ đồng,85.29,triệu đồng,170.0,m²,3.0,
79,2025-02-11,1,44,5.8,tỷ đồng,116.0,triệu đồng,50.0,m²,1.0,1.0
80,2025-02-11,1,45,1.76,tỷ đồng,28.4,triệu đồng,62.0,m²,2.0,1.0
81,2025-02-11,1,46,4.55,tỷ đồng,60.67,triệu đồng,75.0,m²,2.0,2.0
82,2025-02-11,1,30,11.5,tỷ đồng,108.49,triệu đồng,106.0,m²,2.0,2.0
83,2025-02-11,1,47,9.0,tỷ đồng,180.0,triệu đồng,50.0,m²,1.0,1.0
84,2025-02-11,1,2,7.3,tỷ đồng,85.88,triệu đồng,85.0,m²,2.0,2.0
85,2025-02-11,1,35,14.5,tỷ đồng,164.77,triệu đồng,88.0,m²,2.0,2.0
86,2025-02-11,1,34,11.9,tỷ đồng,141.67,triệu đồng,84.0,m²,2.0,2.0
87,2025-02-11,1,35,14.9,tỷ đồng,153.61,triệu đồng,97.0,m²,2.0,2.0
88,2025-02-11,1,48,4.7,tỷ đồng,72.31,triệu đồng,65.0,m²,2.0,2.0
89,2025-02-11,1,46,5.0,tỷ đồng,68.49,triệu đồng,73.0,m²,2.0,2.0
90,2025-02-11,1,6,8.2,tỷ đồng,91.11,triệu đồng,90.0,m²,2.0,2.0
91,2025-02-11,1,49,7.6,tỷ đồng,55.07,triệu đồng,138.0,m²,3.0,3.0
92,2025-02-11,1,35,45.0,tỷ đồng,239.23,triệu đồng,188.1,m²,4.0,3.0
93,2025-02-11,1,36,28.0,tỷ đồng,181.23,triệu đồng,154.5,m²,3.0,2.0
94,2025-02-11,1,17,7.5,tỷ đồng,71.43,triệu đồng,105.0,m²,2.0,2.0
95,2025-02-11,1,50,28.5,tỷ đồng,157.46,triệu đồng,181.0,m²,4.0,3.0
96,2025-02-11,1,27,5.0,tỷ đồng,58.14,triệu đồng,86.0,m²,2.0,2.0
97,2025-02-11,1,51,2.3,tỷ đồng,52.27,triệu đồng,44.0,m²,1.0,1.0
98,2025-02-11,1,35,16.0,tỷ đồng,177.78,triệu đồng,90.0,m²,2.0,
99,2025-02-11,1,52,5.3,tỷ đồng,62.35,triệu đồng,85.0,m²,3.0,2.0
100,2025-02-11,1,10,15.9,tỷ đồng,196.3,triệu đồng,81.0,m²,2.0,2.0
101,2025-02-11,1,11,77.5,tỷ đồng,221.43,triệu đồng,350.0,m²,4.0,4.0
102,2025-02-11,1,2,6.8,tỷ đồng,80.95,triệu đồng,84.0,m²,2.0,2.0
103,2025-02-11,1,53,3.5,tỷ đồng,70.0,triệu đồng,50.0,m²,1.0,
104,2025-02-11,1,2,7.2,tỷ đồng,84.71,triệu đồng,85.0,m²,2.0,2.0
105,2025-02-11,1,36,30.0,tỷ đồng,200.0,triệu đồng,150.0,m²,2.0,
106,2025-02-11,1,2,4.5,tỷ đồng,83.33,triệu đồng,54.0,m²,1.0,1.0
107,2025-02-11,1,17,4.2,tỷ đồng,67.74,triệu đồng,62.0,m²,1.0,1.0
108,2025-02-11,1,30,8.7,tỷ đồng,97.75,triệu đồng,89.0,m²,2.0,2.0
109,2025-02-11,1,54,24.5,tỷ đồng,111.36,triệu đồng,220.0,m²,3.0,3.0
110,2025-02-11,1,55,6.0,tỷ đồng,80.0,triệu đồng,75.0,m²,2.0,2.0
111,2025-02-11,1,35,11.5,tỷ đồng,121.05,triệu đồng,95.0,m²,2.0,2.0
112,2025-02-11,1,56,15.5,tỷ đồng,137.17,triệu đồng,113.0,m²,2.0,2.0
113,2025-02-11,1,57,2.04,tỷ đồng,38.49,triệu đồng,53.0,m²,2.0,2.0
114,2025-02-11,1,58,4.1,tỷ đồng,57.75,triệu đồng,71.0,m²,2.0,2.0
115,2025-02-11,1,46,5.1,tỷ đồng,67.1,triệu đồng,76.0,m²,2.0,2.0
116,2025-02-11,1,59,23.0,tỷ đồng,167.88,triệu đồng,137.0,m²,3.0,2.0
117,2025-02-11,1,24,6.9,tỷ đồng,125.46,triệu đồng,55.0,m²,,
118,2025-02-11,1,46,2.7,tỷ đồng,75.0,triệu đồng,36.0,m²,1.0,1.0
119,2025-02-11,1,32,2.8,tỷ đồng,58.33,triệu đồng,48.0,m²,1.0,1.0
120,2025-02-11,1,3,7.5,tỷ đồng,101.35,triệu đồng,74.0,m²,2.0,2.0
121,2025-02-11,1,24,12.5,tỷ đồng,144.26,triệu đồng,86.65,m²,2.0,2.0
122,2025-02-11,1,19,2.4,tỷ đồng,54.54,triệu đồng,44.0,m²,1.0,1.0
123,2025-02-11,1,1,18.0,tỷ đồng,94.99,triệu đồng,189.5,m²,3.0,3.0
124,2025-02-11,1,45,1.15,tỷ đồng,29.49,triệu đồng,39.0,m²,1.0,1.0
125,2025-02-11,1,19,2.2,tỷ đồng,50.0,triệu đồng,44.0,m²,1.0,1.0
126,2025-02-11,1,3,12.8,tỷ đồng,132.78,triệu đồng,96.4,m²,3.0,2.0
127,2025-02-11,1,60,2.5,tỷ đồng,37.31,triệu đồng,67.0,m²,2.0,2.0
128,2025-02-11,1,61,3.6,tỷ đồng,45.0,triệu đồng,80.0,m²,2.0,2.0
129,2025-02-11,1,59,55.0,tỷ đồng,305.56,triệu đồng,180.0,m²,4.0,4.0
130,2025-02-11,1,14,4.3,tỷ đồng,55.84,triệu đồng,77.0,m²,2.0,2.0
131,2025-02-11,1,58,4.25,tỷ đồng,62.04,triệu đồng,68.5,m²,2.0,2.0
132,2025-02-11,1,62,9.5,tỷ đồng,128.38,triệu đồng,74.0,m²,2.0,2.0
133,2025-02-11,1,9,9.5,tỷ đồng,130.85,triệu đồng,72.6,m²,2.0,2.0
134,2025-02-11,1,6,9.5,tỷ đồng,77.24,triệu đồng,123.0,m²,3.0,3.0
135,2025-02-11,1,4,9.6,tỷ đồng,127.66,triệu đồng,75.2,m²,2.0,2.0
136,2025-02-11,1,13,4.32,tỷ đồng,45.47,triệu đồng,95.0,m²,3.0,2.0
137,2025-02-11,1,63,4.57,tỷ đồng,48.1,triệu đồng,95.0,m²,3.0,2.0
138,2025-02-11,1,64,2.05,tỷ đồng,30.6,triệu đồng,67.0,m²,2.0,2.0
139,2025-02-11,1,2,10.0,tỷ đồng,98.04,triệu đồng,102.0,m²,2.0,2.0
140,2025-02-11,1,17,14.0,tỷ đồng,80.92,triệu đồng,173.0,m²,4.0,3.0
141,2025-02-11,1,43,5.0,tỷ đồng,66.67,triệu đồng,75.0,m²,2.0,2.0
142,2025-02-11,1,13,4.69,tỷ đồng,49.37,triệu đồng,95.0,m²,3.0,2.0
143,2025-02-11,1,65,5.85,tỷ đồng,124.47,triệu đồng,47.0,m²,1.0,
144,2025-02-11,1,66,8.5,tỷ đồng,60.71,triệu đồng,140.0,m²,,
145,2025-02-11,1,4,,tỷ đồng,,triệu đồng,75.0,m²,,
146,2025-02-11,1,67,4.3,tỷ đồng,69.36,triệu đồng,62.0,m²,2.0,2.0
147,2025-02-11,1,67,3.4,tỷ đồng,66.67,triệu đồng,51.0,m²,1.0,1.0
148,2025-02-11,1,6,17.5,tỷ đồng,80.64,triệu đồng,217.0,m²,3.0,3.0
149,2025-02-11,1,2,17.0,tỷ đồng,93.92,triệu đồng,181.0,m²,4.0,4.0
150,2025-02-11,1,2,54.0,tỷ đồng,161.19,triệu đồng,335.0,m²,5.0,5.0
151,2025-02-11,1,2,12.0,tỷ đồng,90.91,triệu đồng,132.0,m²,3.0,3.0
152,2025-02-11,1,16,7.7,tỷ đồng,120.31,triệu đồng,64.0,m²,1.0,1.0
153,2025-02-11,1,24,13.0,tỷ đồng,156.63,triệu đồng,83.0,m²,,
154,2025-02-11,1,68,9.0,tỷ đồng,84.91,triệu đồng,106.0,m²,2.0,2.0
155,2025-02-11,1,31,8.0,tỷ đồng,60.15,triệu đồng,133.0,m²,3.0,3.0
156,2025-02-11,1,14,5.6,tỷ đồng,58.95,triệu đồng,95.0,m²,3.0,2.0
157,2025-02-11,1,1,,tỷ đồng,,triệu đồng,70.0,m²,2.0,2.0
158,2025-02-11,1,69,4.2,tỷ đồng,54.54,triệu đồng,77.0,m²,2.0,2.0
159,2025-02-11,1,70,3.3,tỷ đồng,37.08,triệu đồng,89.0,m²,3.0,3.0
160,2025-02-11,1,70,2.95,tỷ đồng,34.71,triệu đồng,85.0,m²,3.0,2.0
161,2025-02-11,1,71,5.2,tỷ đồng,52.0,triệu đồng,100.0,m²,3.0,2.0
162,2025-02-11,1,72,6.6,tỷ đồng,69.47,triệu đồng,95.0,m²,2.0,2.0
163,2025-02-11,1,73,2.48,tỷ đồng,38.15,triệu đồng,65.0,m²,2.0,2.0
164,2025-02-11,1,72,7.8,tỷ đồng,57.78,triệu đồng,135.0,m²,3.0,2.0
165,2025-02-11,1,13,4.25,tỷ đồng,44.74,triệu đồng,95.0,m²,3.0,2.0
166,2025-02-11,1,30,21.75,tỷ đồng,127.94,triệu đồng,170.0,m²,3.0,2.0
167,2025-02-11,1,23,58.0,tỷ đồng,423.36,triệu đồng,137.0,m²,3.0,2.0
168,2025-02-11,1,11,8.5,tỷ đồng,134.92,triệu đồng,63.0,m²,1.0,1.0
169,2025-02-11,1,74,8.0,tỷ đồng,57.14,triệu đồng,140.0,m²,3.0,4.0
170,2025-02-11,1,22,,tỷ đồng,,triệu đồng,82.0,m²,2.0,2.0
171,2025-02-11,1,3,7.0,tỷ đồng,87.5,triệu đồng,80.0,m²,2.0,2.0
172,2025-02-11,1,35,15.5,tỷ đồng,174.16,triệu đồng,89.0,m²,2.0,2.0
173,2025-02-11,1,22,4.5,tỷ đồng,81.82,triệu đồng,55.0,m²,1.0,1.0
174,2025-02-11,1,68,11.5,tỷ đồng,76.67,triệu đồng,150.0,m²,3.0,3.0
175,2025-02-11,1,22,7.7,tỷ đồng,72.64,triệu đồng,106.0,m²,3.0,2.0
176,2025-02-11,1,75,7.0,tỷ đồng,66.67,triệu đồng,105.0,m²,3.0,2.0
177,2025-02-11,1,76,11.5,tỷ đồng,88.46,triệu đồng,130.0,m²,3.0,2.0
178,2025-02-11,1,77,6.3,tỷ đồng,52.5,triệu đồng,120.0,m²,3.0,2.0
179,2025-02-11,1,78,7.0,tỷ đồng,50.72,triệu đồng,138.0,m²,3.0,2.0
180,2025-02-11,1,79,7.9,tỷ đồng,121.54,triệu đồng,65.0,m²,2.0,2.0
181,2025-02-11,1,2,7.2,tỷ đồng,84.71,triệu đồng,85.0,m²,2.0,2.0
182,2025-02-11,1,54,,tỷ đồng,,triệu đồng,570.0,m²,5.0,5.0
183,2025-02-11,1,2,9.5,tỷ đồng,88.78,triệu đồng,107.0,m²,3.0,2.0
184,2025-02-11,1,16,38.0,tỷ đồng,190.0,triệu đồng,200.0,m²,4.0,3.0
185,2025-02-11,1,4,68.0,tỷ đồng,207.95,triệu đồng,327.0,m²,4.0,5.0
186,2025-02-11,1,80,45.0,tỷ đồng,150.0,triệu đồng,300.0,m²,4.0,3.0
187,2025-02-11,1,10,12.0,tỷ đồng,171.43,triệu đồng,70.0,m²,2.0,2.0
188,2025-02-11,1,46,3.2,tỷ đồng,62.74,triệu đồng,51.0,m²,1.0,1.0
189,2025-02-11,1,81,2.73,tỷ đồng,56.29,triệu đồng,48.5,m²,1.0,1.0
190,2025-02-11,1,32,2.73,tỷ đồng,56.29,triệu đồng,48.5,m²,1.0,1.0
191,2025-02-11,1,8,,tỷ đồng,,triệu đồng,140.0,m²,4.0,4.0
192,2025-02-11,1,37,,tỷ đồng,,triệu đồng,76.7,m²,2.0,2.0
193,2025-02-11,1,24,13.5,tỷ đồng,161.5,triệu đồng,83.59,m²,2.0,2.0
194,2025-02-11,1,24,19.5,tỷ đồng,185.71,triệu đồng,105.0,m²,3.0,2.0
195,2025-02-11,1,34,,tỷ đồng,,triệu đồng,84.0,m²,2.0,2.0
196,2025-02-11,1,31,4.8,tỷ đồng,64.0,triệu đồng,75.0,m²,2.0,2.0
197,2025-02-11,1,22,6.5,tỷ đồng,80.25,triệu đồng,81.0,m²,2.0,2.0
198,2025-02-11,1,37,7.4,tỷ đồng,100.0,triệu đồng,74.0,m²,2.0,2.0
199,2025-02-11,1,82,3.9,tỷ đồng,72.22,triệu đồng,54.0,m²,1.0,1.0
200,2025-02-11,1,58,4.15,tỷ đồng,60.58,triệu đồng,68.5,m²,2.0,2.0
201,2025-02-11,1,39,13.3,tỷ đồng,158.33,triệu đồng,84.0,m²,2.0,2.0
202,2025-02-11,1,58,5.6,tỷ đồng,74.67,triệu đồng,75.0,m²,2.0,2.0
203,2025-02-11,1,83,5.0,tỷ đồng,58.14,triệu đồng,86.0,m²,2.0,2.0
204,2025-02-11,1,84,14.2,tỷ đồng,118.33,triệu đồng,120.0,m²,3.0,2.0
205,2025-02-11,1,26,4.32,tỷ đồng,45.47,triệu đồng,95.0,m²,3.0,2.0
206,2025-02-11,1,26,3.5,tỷ đồng,43.21,triệu đồng,81.0,m²,2.0,2.0
207,2025-02-11,1,63,,tỷ đồng,45.0,triệu đồng,81.0,m²,2.0,2.0
208,2025-02-11,1,85,12.5,tỷ đồng,128.87,triệu đồng,97.0,m²,2.0,2.0
209,2025-02-11,1,3,9.8,tỷ đồng,137.83,triệu đồng,71.1,m²,2.0,2.0
210,2025-02-11,1,30,18.0,tỷ đồng,131.39,triệu đồng,137.0,m²,3.0,3.0
211,2025-02-11,1,30,15.9,tỷ đồng,111.97,triệu đồng,142.0,m²,3.0,2.0
212,2025-02-11,1,45,,tỷ đồng,27.35,triệu đồng,26.0,m²,1.0,1.0
213,2025-02-11,1,30,17.2,tỷ đồng,114.67,triệu đồng,150.0,m²,3.0,3.0
214,2025-02-11,1,30,6.2,tỷ đồng,103.33,triệu đồng,60.0,m²,1.0,1.0
215,2025-02-11,1,30,8.6,tỷ đồng,96.63,triệu đồng,89.0,m²,2.0,2.0
216,2025-02-11,1,34,11.6,tỷ đồng,136.47,triệu đồng,85.0,m²,2.0,2.0
217,2025-02-11,1,86,,tỷ đồng,,triệu đồng,80.0,m²,3.0,2.0
218,2025-02-11,1,87,13.5,tỷ đồng,148.35,triệu đồng,91.0,m²,2.0,2.0
219,2025-02-11,1,88,3.8,tỷ đồng,50.67,triệu đồng,75.0,m²,2.0,2.0
220,2025-02-11,1,89,11.3,tỷ đồng,77.93,triệu đồng,145.0,m²,3.0,3.0
221,2025-02-11,1,89,11.3,tỷ đồng,77.93,triệu đồng,145.0,m²,3.0,3.0
222,2025-02-11,1,47,28.0,tỷ đồng,200.0,triệu đồng,140.0,m²,3.0,2.0
223,2025-02-11,1,1,18.0,tỷ đồng,87.12,triệu đồng,206.6,m²,3.0,3.0
224,2025-02-11,1,46,5.4,tỷ đồng,68.35,triệu đồng,79.0,m²,3.0,2.0
225,2025-02-11,1,90,,tỷ đồng,58.0,triệu đồng,86.0,m²,2.0,2.0
226,2025-02-11,1,43,1.67,tỷ đồng,23.86,triệu đồng,70.0,m²,2.0,2.0
227,2025-02-11,1,91,22.0,tỷ đồng,158.27,triệu đồng,139.0,m²,3.0,3.0
228,2025-02-11,1,1,7.2,tỷ đồng,97.3,triệu đồng,74.0,m²,2.0,2.0
229,2025-02-11,1,54,44.0,tỷ đồng,135.38,triệu đồng,325.0,m²,4.0,5.0
230,2025-02-11,1,92,2.99,tỷ đồng,48.23,triệu đồng,62.0,m²,2.0,1.0
231,2025-02-11,1,45,1.75,tỷ đồng,28.14,triệu đồng,62.0,m²,2.0,1.0
232,2025-02-11,1,93,7.0,tỷ đồng,100.0,triệu đồng,70.0,m²,2.0,2.0
233,2025-02-11,1,42,3.3,tỷ đồng,37.08,triệu đồng,89.0,m²,3.0,3.0
234,2025-02-11,1,94,6.7,tỷ đồng,66.34,triệu đồng,101.0,m²,2.0,2.0
235,2025-02-11,1,66,7.1,tỷ đồng,70.3,triệu đồng,101.0,m²,2.0,2.0
236,2025-02-11,1,67,4.15,tỷ đồng,81.18,triệu đồng,51.12,m²,1.0,1.0
237,2025-02-11,1,36,27.9,tỷ đồng,188.51,triệu đồng,148.0,m²,3.0,3.0
238,2025-02-11,1,22,6.5,tỷ đồng,80.25,triệu đồng,81.0,m²,2.0,2.0
239,2025-02-11,1,4,10.0,tỷ đồng,138.89,triệu đồng,72.0,m²,2.0,2.0
240,2025-02-11,1,95,2.8,tỷ đồng,50.0,triệu đồng,56.0,m²,2.0,2.0
241,2025-02-11,1,46,3.2,tỷ đồng,66.67,triệu đồng,48.0,m²,1.0,1.0
242,2025-02-11,1,96,7.2,tỷ đồng,84.71,triệu đồng,85.0,m²,2.0,2.0
243,2025-02-11,1,14,6.2,tỷ đồng,67.61,triệu đồng,91.7,m²,3.0,2.0
244,2025-02-11,1,46,7.6,tỷ đồng,72.38,triệu đồng,105.0,m²,3.0,2.0
245,2025-02-11,1,24,,tỷ đồng,200.0,triệu đồng,400.0,m²,,
246,2025-02-11,1,67,4.35,tỷ đồng,71.31,triệu đồng,61.0,m²,2.0,2.0
247,2025-02-11,1,67,9.8,tỷ đồng,73.68,triệu đồng,133.0,m²,3.0,2.0
248,2025-02-11,1,3,9.6,tỷ đồng,128.0,triệu đồng,75.0,m²,2.0,2.0
249,2025-02-11,1,8,,tỷ đồng,,triệu đồng,180.0,m²,4.0,
250,2025-02-11,1,4,9.18,tỷ đồng,127.5,triệu đồng,72.0,m²,2.0,2.0
251,2025-02-11,1,72,,tỷ đồng,,triệu đồng,135.0,m²,3.0,2.0
252,2025-02-11,1,61,4.7,tỷ đồng,49.47,triệu đồng,95.0,m²,3.0,2.0
253,2025-02-11,1,15,12.1,tỷ đồng,140.7,triệu đồng,86.0,m²,2.0,2.0
254,2025-02-11,1,97,,tỷ đồng,,triệu đồng,140.0,m²,4.0,4.0
255,2025-02-11,1,26,3.54,tỷ đồng,43.65,triệu đồng,81.0,m²,2.0,2.0
256,2025-02-11,1,44,6.3,tỷ đồng,131.25,triệu đồng,48.0,m²,1.0,
257,2025-02-11,1,98,1.85,tỷ đồng,32.46,triệu đồng,57.0,m²,2.0,2.0
258,2025-02-11,1,13,4.45,tỷ đồng,46.84,triệu đồng,95.0,m²,3.0,2.0
259,2025-02-11,1,99,5.15,tỷ đồng,50.49,triệu đồng,102.0,m²,3.0,2.0
260,2025-02-11,1,100,4.2,tỷ đồng,53.85,triệu đồng,78.0,m²,2.0,2.0
261,2025-02-11,1,34,10.6,tỷ đồng,126.63,triệu đồng,83.71,m²,2.0,
262,2025-02-11,1,101,3.1,tỷ đồng,43.66,triệu đồng,71.0,m²,2.0,2.0
263,2025-02-11,1,9,6.8,tỷ đồng,130.77,triệu đồng,52.0,m²,1.0,1.0
264,2025-02-11,1,102,2.15,tỷ đồng,35.83,triệu đồng,60.0,m²,2.0,1.0
265,2025-02-11,1,8,,tỷ đồng,,triệu đồng,56.56,m²,1.0,1.0
266,2025-02-11,1,63,3.5,tỷ đồng,43.21,triệu đồng,81.0,m²,2.0,2.0
267,2025-02-11,1,10,45.5,tỷ đồng,206.17,triệu đồng,220.69,m²,4.0,4.0
268,2025-02-11,1,27,4.3,tỷ đồng,56.58,triệu đồng,76.0,m²,2.0,2.0
269,2025-02-11,1,16,13.7,tỷ đồng,139.8,triệu đồng,98.0,m²,2.0,2.0
270,2025-02-11,1,4,10.12,tỷ đồng,134.92,triệu đồng,75.0,m²,2.0,2.0
271,2025-02-11,1,17,10.0,tỷ đồng,73.53,triệu đồng,136.0,m²,3.0,2.0
272,2025-02-11,1,6,21.5,tỷ đồng,114.97,triệu đồng,187.0,m²,3.0,2.0
273,2025-02-11,1,55,4.7,tỷ đồng,85.46,triệu đồng,55.0,m²,1.0,1.0
274,2025-02-11,1,34,,tỷ đồng,150.0,triệu đồng,130.0,m²,,
275,2025-02-11,1,3,8.6,tỷ đồng,119.44,triệu đồng,72.0,m²,2.0,2.0
276,2025-02-11,1,87,13.0,tỷ đồng,138.3,triệu đồng,94.0,m²,2.0,2.0
